Review	Label
한마디로 짜증 제대로 다시는 삼성 렌트 안 씁니다  여기도 담당 아니다 저기도 담당 아니다 정말 어디도 연락이 안 됨	13
친절하다는 느낌을 받기 힘들 정도의 말투라서 상담 후 별로 기분이 좋지 않음	1
상담원과 통화한  대기시간이 너무 길어요	2
역시 삼성 감사합니다	21
1  통화연결 후 자동음성으로 화면 터치 요구 시 폰의 화면이 삼성 터치 화면으로의 전환이 안되거나 수차례 시도 후 가능 2  가족카드 관련 문의였으나 삼성 터치 화면엔 메뉴가 얹었음	12
친절하지 못하다 말투가 딱딱해서 쉽게 물어보기 힘들다	1
친절하세요  감사합니다	1
친절하게 상담해주어서 감사합니다	1
5번 항 답변 내용 없음	1
친절 감사합니다	1
기다리는 시간 없이 상담원과 연결되었으면 합니다	2
빠른 시간 내에 상담원 연결을  했으면 좋겠습니다	2
친절하게 상담해주셔서 감사드립니다  	1
친절한 상담 감사합니다   	1
친절  감사	1
상담사 연결까지 시간이 많이 걸리네요	2
친절하게 잘해주셨습니다  감사합니다	1
상담직원 연결되기 전까지 너무 많은 안내 멘트	12
문자를 보낸 내용에 출생연도 끝자리를 요일별로 처리한다는 내용을 추가해 주시면 좋을 것 같습니다 그래서 본인은 오늘 전화로 신청을 했다가 해당 요일이 아니라 신청을 못했습니다	11
친절하게 잘 상담해주셔서 감사합니다 	1
디지털 상담 안내시간을 기다리기 싫다 바로 누르는 ars 서비스로 가고 싶다	12
친절한 상담 감사합니다   	1
응대가 정확하지 않다 항상 몇 번 재차 물어야 힌	1
무이자 할부 혜택이 너무 부족하다고 생각합니다	4
친절하고 배려해주는 느낌이었는데 방금 상담사 분운 아니네요	1
너무 친절하셔서 감사합니다	1
기본 제공되는 카드 이용한 도 안내를 중단해주세요	12
현대카드 친절하더라고요	21
친절하여 감사합니다	1
디지털 ARS 화면에서 상담원과 직접 통화 선택하기가 쉽지 않음	12
스마트폰으로 상담하기가 너무 어려워요 보이는 ARS   음성 ARS 등   	12
상담원 전화연결이 될 때까지 대기시간이 많이 길다	2
광고 제발 놉	16
정확하게 설명이 필요하고 상담원 연결이 잘 안된다	1
곧바로 상담사 염결	2
골드회원 전용 전화 상담원 비치되어 있 으면 좋겠어요	2
상담원 통화 화면이  크게 나왔으면 좋겠음	12
형식적인 답변 말고  상담자가 묻고자 하는 내용을 친절하게 잘 알려주십시오	1
보이는 화면을 통해 화면을 누를 때  다소 헷갈려요 글씨가 너무 많고 작아서 더 간결하면 좋을 것 같아요	12
39살인 제가 디지털 카톡 연결되는 상담이 사실 불편하고 이게 뭐지  이 말이 먼저 나오네요 기존 방법으로 상담할 수 있게끔 해주세요	12
고객이 기다리지 않게 안내 직원 확대 부탁합니다  	2
친절하시네요  감사합니다 	1
친절한 상담 감사드립니다   	1
통화까지 거치는데 가 많다	12
상담 한번 받으려면 보통 5분 이상 대기해야 실질 상담은 2분 미만인데	2
다급했는데 친절한 상담 감사합니다 	1
Sk텔레콤 고객센터 친절하기도 하지만 내가 궁금한 것들도 궁금하지 아니한 것들도 궁금하게 만들게끔 하는 설명도 매우 만족스럽습니다	21
친절  감사합니다 	1
고객 응대를 신속하게 하라	1
보이는 ARS 서비스를 원하지 않는데 자동으로 화면이 전환되어 불편합니다	12
글쎄요 sk  telecom도 많이 친절함	21
친절하게  상담해주셨어 감사했습니다	1
친절하셨어요 감사합니다	1
친절하게  상담해주셔서  감사합니다	1
연회비가 부담된다	9
통화대기 시간 지체	2
친절하셔서 감사했습니다	1
예컨대 SK Telecom의 상담직원들 응대 태도 처리 방식 등 직접 체험하여 좋은 점을 그대로 좀 배워 실행  Surprise 하게 해주시기 바랍니다	21
친절한 상담 감사합니다  	1
친절하게 해주셨어 감사합니다	1
더 친절했으면 좋겠습니다	1
연회비가 너무 부담돼요	9
보이는 상담은 원하는 내용 찾기 힘든 경우가 많은	12
보이는 것보다 상담이 더 편해요	12
친절 상담 감사합니다   	1
타사 카드 상담원님 친절함에 놀랐습니다 	21
국민카드는 혜택사항을 매달 알려주고 빠르게 처리해줘서 항상 감사하게 쓰고 있습니다	21
오늘 통화한 114고객센터 직원분인데 긴 질문에도 너무 상냥하고 친절하고 말투 속에 스마일을 하고 응대하는 모습을 느꼈습니다 끝까지 기분 좋게 통화하고 나의 기분까지 좋게 만들어주는 것 같아 행복감도 느꼈습니다 	21
친절상담  감사	1
고객의 질문을 잘 이해했으면 좋겠다	1
오늘같이 상담원 연결이 원활히 되어 좋았습니다 	2
친절하셔서 감사합니다	1
무이자 할부를 좀 더 많이 해주면 감사하겠습니다	4
하나카드 상담사 간결하고 친절하게 필요한 것만 구체적으로 설명해주어 이해하기 쉬웠음 	21
친절하게 상담해주셔서 감사합니다   	1
형식적인 답변 대신 실질적인 빠른 업무처리를 기대합니다 	1
고객이 필요한 것을 정확하게 알아듣기 쉽게 설명 부탁드립니다	1
상담사와의   통화 대기시간의 지연	2
4번 5번 질문 해당사항 없는데요	1
타 회사에 불편 접수를 했는데 상담분이 엄청 미안해하시고 신속하게 처리 도와줘서 감동받음 친절하게 대응해주고 건강도 염려해주는 멘트가 두고두고 기억되네요	21
친절해서 좋았어요 감사합니다   	1
ARS 시 화면 보면서 터치 방법을 알려줄 때  화면 터치 방식이 아닌 누르는 방식을 원할 시  멘트가 끝날 때까지의 기다리는 시간이 너무 길다고 느낀다 	12
고객의  상담  필요시에  정확하고  친절한 상담  답변  부탁드립니다	1
상담  감사합니다 	21
상담 직원분들 항상 감사드립니다	21
상담 시에 고객의 의문사항을 충분히 들어 주었으면 함  상담사 말소리가 너무 빨라서 불편함 	1
고객이 모르는 것에 대해서 물어보면 친절하게 응대해주세요  말투가 무시한다는 느낌을 받았습니다  그리고 상담사 억양이 사투리인 거 같은데 통화 내내 거슬려고요 	1
신한카드사 상담 시스템이 맘에 듭니다 	21
통화연결 시간이 길다	2
모르니까 물어보는 건데 모른다고 혼내는 기분이 들	1
친절하게  상담 감사드립니다	1
친절한 상담 감사합니다   	1
좀 더 친절한 상담이 되길	1
친절한 상담 감사합니다   	1
핸드폰 화면 터치 내용이 너무 많음	12
통화 시 같이 연결되는 화면 서비스가 상당히 편하고 좋다	12
친절하게 상담하여주셔서 감사합니다	1
헝산 친절해서 감사합니다	1
친절한 상담 감사하고요 	1
주말에 상담원 연결이 된다는 것이 다른 카드에는 없는  아주 편리하고 좋았습니다 덕분에 주말에 일처리를 할 수 있었습니다 이 서비스로 인해 다른 카드사에는 더 큰 불평과 불만이 생기게 되었습니다	2
다른 카드 상담원은  고객이 뭘 원하는지 미리 응답해줌	21
디지털 연결이 잘 안됨	12
제발 전화 좀 그만	16
너무 친절해서 감사	1
너무 감사합니다 친절하셨어요	1
삼성카드 상담받기 전에 LG U  상담했었는데 밝고 내가 궁금한 것들을 친절하게 알려주셔서 상담한 내가 다 기분이 좋았음 오늘 삼성 상담은 그냥 그랬음	1
다른 궁금한 분분까지 있는지 체크해 주시는 친절함이 없음	1
상담 직원과 연결하는 절차가 너무 복잡합니다 	12
처음부터 바로 화면 상단을 터치하라는 음성이 나오는데 조금 불편하다	12
타 회사 경험인데 해당 사건이 해결되고 나서 잘 해결되었는지 상담했던 분이 전화 주셔서 너무 좋았다	21
친절한 상담 감사합니다	1
위에 내용이 롯데 상담사들이 친절하게 진행하는 방법 아다	21
안내원 연결까지 대기시간이 너무 길어요	2
ARS 상담 직원 바로 가기  해당 상담직원 연결해주기 서비스가 있으면 좋겠네요 	12
친절한 상담 감사합니다 	1
통화 대기시간이 아닌  상담원과 통화하기 전의 진행과정이 너무 길다 	12
화면 연결	0
통화대기시간이 조금 많음	2
통화대기시간이 너무 길어요	2
통화대기시간이 너무 오래 걸림	2
투박하고 귀찮은듯한 말투로 정말 상담하기 싫음	1
삼성카드사에서  보안을 위해  제 카드를 모니터링해주고 있는지는  몰랐습니다  보이스피싱 당한 줄 알았는데 상담원과 통화를 하고 안심할 수 있었습니다   너무 감사합니다 	12
문의 내용 신속 정확 처리안 내 상담원 안내 미흡에 대한 교육	1
문자로 바로바로 답변이오니 편리하고 좋아요	2
친절한 상담  감사드립니다 	1
친절한 상담 감사드립니다	1
연회비가 너무 비싸다	9
1등 기업인 만큼 우수하다 생각함	20
친절하시고 감사합니다	1
친절하게  상담해주어서  감사하다	1
화면 터치로 인해 상담원 연결이 더 어려워졌음	12
친절 감사드립니다	1
새벽에도 상담할 수 있어 좋았음	2
상담직원과 빠른 연결 부탁드립니다	2
친절하세요 감사합니다	1
친절하게 상담해주셔서 감사합니다  	1
상담 질문에 대한 내용도 모르고 상담에 응함	1
상담원과의 통화 대기시간이 너무 길어요   	2
고객의 입장에서 모든 가능성을 열어놓고 최선의 방법을 찾아주는 적극적인 상담이 됐으면 좋겠다	1
친절한 상담에 감사드립니다 	1
황상 수고하시는 상담 직원분들에게 감사하다는 말씀드리고 싶네요	21
친절하게 상담해주셔서 감사합니다	1
주말에도 24시 상담사 연결 직접 되었으면	2
보이는 에이 알 에스 멘트 계속 나오지 않았으면 해요 나중엔 음성으로 나왔지만 처음에 선택권이 있으면 좋겠죠	12
상담원 연결 시까지  시간이 너무 걸림	2
친절한 상담 감사합니다   	1
보이는 방법이 제대로안됨업	12
그저 상담은 복사 붙여넣기 시발놈들	1
모바일 화면을 보고 상담 요청할 때 어느 항목에 터치해야 할지 몰라 사용하기 불편함	12
불 친절하면 기분도 안 좋아해요	1
상담직원 약간 부을 칠 전 직원 같아요	1
통화대기시간이 너무 길었다	2
전화 좀 빨리 연결됐으면 좋겠어요 기다리는 시간 너무 많아요	2
Skt 통신사 콜센터 상담직원은 신속하고 부족한 부분은 확인해서 다시 알려줌 미안할 정도 친절함	21
무이자 할부 혜택이 있었으면 합니다	4
친절한 상담 감사드려요	1
매우 친절하여 감사합니다	1
친절하게 신속하게 처리가 됐으면 좋겠어요	1
ARS 기계음은 짧게 바로 상담직원 연결로    수고하세요  	12
상담원이 영결이 많이 힘이 듦	2
통화 초반 카드 한도에 대한 아기가 너무 길어요  	12
이 똑바로 처리하세요	1
포인트  적립되는 게 많았으면	4
연회비가  비싸다	9
물어보면 답변을 못해	1
무이자 할부 이벤트 자주 요망	4
상담이 매우 불편했습니다	1
상담 감사합니다 	21
Sk텔레콤은 항상 친절하고 문의사항 더 있나 물어봐 줌	21
친절한 상담에 감사드립니다 	1
디지털 ars 설명이 다소 깁니 더	12
말투가 상투적이고 투박하신데 친절하게 응대해주시면 좋겠습니다 	1
